 2.0651987 +47.6029167 AND  I
 2.1326268 +47.5967178 AND  I
 2.1747661 +47.5927505 AND  O
 2.1757128 +48.5927048 AND  I
 2.1766977 +49.5926552 AND  I
 2.1777239 +50.5926094 AND  I
 2.1782534 +51.0925827 AND  O
 2.2457559 +51.0860786 AND  I
 2.3132584 +51.0793915 AND  I
 2.3807509 +51.0725288 AND  I
 2.4482231 +51.0654869 AND  I
 2.5156949 +51.0582733 AND  I
 2.5831554 +51.0508881 AND  I
 2.6505952 +51.0433311 AND  I
 2.6590319 +51.0423737 AND  O
 2.6577818 +50.0424461 AND  I
 2.6565828 +49.0425110 AND  I
 2.6554313 +48.0425797 AND  I
 2.6543233 +47.0426407 AND  I
 2.6532564 +46.0427017 AND  I
 2.6522274 +45.0427628 AND  I
 2.6512334 +44.0428162 AND  I
 2.6502728 +43.0428696 AND  I
 2.6493428 +42.0429268 AND  I
 2.6484418 +41.0429764 AND  I
 2.6475675 +40.0430260 AND  I
 2.6467187 +39.0430756 AND  I
 2.6458936 +38.0431213 AND  I
 2.6452894 +37.2931557 AND  O
 2.5781407 +37.3006973 AND  I
 2.5109851 +37.3080711 AND  I
 2.4438329 +37.3152733 AND  I
 2.3766644 +37.3223038 AND  I
 2.3094895 +37.3291588 AND  I
 2.2423182 +37.3358345 AND  I
 2.1751311 +37.3423309 AND  I
 2.1247394 +37.3470840 AND  O
 2.1240916 +36.3471146 AND  I
 2.1236167 +35.5971375 AND  O
 2.0564523 +35.6033134 AND  I
 1.9892926 +35.6093025 AND  I
 1.9221179 +35.6151047 AND  I
 1.8549383 +35.6207199 AND  I
 1.7877640 +35.6261444 AND  I
 1.7205750 +35.6313782 AND  I
 1.6533816 +35.6364174 AND  I
 1.5861940 +35.6412582 AND  I
 1.5273890 +35.6453362 AND  O
 1.5269367 +34.6453514 AND  I
 1.5264951 +33.6453705 AND  O
 1.4593388 +33.6498375 AND  I
 1.3921689 +33.6541100 AND  I
 1.3249958 +33.6581841 AND  I
 1.2578294 +33.6620522 AND  I
 1.1906500 +33.6657181 AND  I
 1.1234679 +33.6691780 AND  I
 1.0562930 +33.6724358 AND  I
 0.9891056 +33.6754837 AND  I
 0.9219158 +33.6783295 AND  I
 0.8547338 +33.6809616 AND  I
 0.8295376 +33.6818962 AND  O
 0.8293061 +32.6819000 AND  I
 0.8290796 +31.6819019 AND  I
 0.8288581 +30.6819096 AND  I
 0.8286411 +29.6819115 AND  I
 0.8284283 +28.6819153 AND  I
 0.8282195 +27.6819210 AND  I
 0.8280146 +26.6819229 AND  I
 0.8278132 +25.6819267 AND  I
 0.8276151 +24.6819305 AND  I
 0.8275661 +24.4319324 AND  O
 0.8945809 +24.4293823 AND  I
 0.9616043 +24.4266243 AND  I
 0.9616043 +24.4266243 AND  O
 0.9613772 +23.4266281 AND  I
 0.9611534 +22.4266338 AND  I
 0.9609877 +21.6766376 AND  O
 0.8940091 +21.6793938 AND  I
 0.8270392 +21.6819420 AND  I
 0.7600582 +21.6842804 AND  I
 0.6930759 +21.6864109 AND  I
 0.6261029 +21.6883316 AND  I
 0.5591189 +21.6900406 AND  I
 0.4921340 +21.6915398 AND  I
 0.4251586 +21.6928253 AND  I
 0.3581726 +21.6938992 AND  I
 0.2911861 +21.6947613 AND  I
 0.2493281 +21.6951923 AND  O
 0.2493763 +22.6951923 AND  O
 0.1823728 +22.6957092 AND  I
 0.1740011 +22.6957588 AND  O
 0.1740313 +23.6957569 AND  I
 0.1740618 +24.6957588 AND  I
 0.1740929 +25.6957588 AND  I
 0.1741245 +26.6957569 AND  I
 0.1741567 +27.6957588 AND  I
 0.1741895 +28.6957588 AND  O
 0.1070811 +28.6960354 AND  O
 0.1070960 +29.6960354 AND  I
 0.1071111 +30.6960354 AND  I
 0.1071266 +31.6960335 AND  I
 0.1071318 +32.0293655 AND  O
 0.1071318 +32.0293655 AND  I
 0.1071325 +32.0293655 AND  I
 0.0399608 +32.0294266 AND  I
23.9727974 +32.0292778 AND  I
23.9056263 +32.0289154 AND  I
23.8552494 +32.0285034 AND  O
23.8552055 +32.7785072 AND  O
23.7880211 +32.7777710 AND  I
23.7208462 +32.7768211 AND  I
23.6536636 +32.7756577 AND  I
23.6032772 +32.7746468 AND  O
23.6031418 +33.7746429 AND  I
23.6030045 +34.7746429 AND  I
23.6029453 +35.1913109 AND  O
 9.8453121 -24.5835705 ANT  O
 9.7783384 -24.5768433 ANT  I
 9.7113781 -24.5699406 ANT  I
 9.6444120 -24.5628624 ANT  I
 9.5774498 -24.5556126 ANT  I
 9.5105019 -24.5481949 ANT  I
 9.4602890 -24.5425186 ANT  O
 9.4596720 -25.5424843 ANT  I
 9.4590445 -26.5424480 ANT  I
 9.4584064 -27.5424118 ANT  I
 9.4577560 -28.5423756 ANT  I
 9.4570932 -29.5423374 ANT  I
 9.4564171 -30.5422993 ANT  I
 9.4557276 -31.5422573 ANT  I
 9.4550228 -32.5422173 ANT  I
 9.4543018 -33.5421791 ANT  I
 9.4535646 -34.5421333 ANT  I
 9.4528093 -35.5420914 ANT  I
 9.4520350 -36.5420494 ANT  I
 9.4514399 -37.2920151 ANT  O
 9.4506292 -38.2919693 ANT  I
 9.4497957 -39.2919197 ANT  I
 9.4489374 -40.2918739 ANT  O
 9.5161295 -40.2994461 ANT  I
 9.5833397 -40.3068504 ANT  I
 9.6505566 -40.3140831 ANT  I
 9.7177706 -40.3211441 ANT  I
 9.7850018 -40.3280334 ANT  I
 9.8522406 -40.3347435 ANT  I
 9.9194756 -40.3412704 ANT  I
 9.9867277 -40.3476181 ANT  I
10.0539856 -40.3537865 ANT  I
10.1212397 -40.3597641 ANT  I
10.1885099 -40.3655586 ANT  I
10.2557859 -40.3711624 ANT  I
10.3230572 -40.3765755 ANT  I
10.3903446 -40.3817940 ANT  I
10.4576368 -40.3868217 ANT  I
10.5249233 -40.3916512 ANT  I
10.5922260 -40.3962860 ANT  I
10.6595325 -40.4007225 ANT  I
10.7268333 -40.4049568 ANT  I
10.7941504 -40.4089928 ANT  I
10.8614693 -40.4128227 ANT  I
10.9287825 -40.4164505 ANT  I
10.9961090 -40.4198723 ANT  I
11.0634394 -40.4230919 ANT  I
11.0971003 -40.4246216 ANT  O
11.0974379 -39.4246292 ANT  I
11.0977669 -38.4246368 ANT  I
11.0980854 -37.4246445 ANT  I
11.0983963 -36.4246483 ANT  I
11.0986242 -35.6746559 ANT  O
11.0313978 -35.6715469 ANT  I
10.9641838 -35.6682320 ANT  I
10.9305677 -35.6664963 ANT  O
10.9309158 -34.6665039 ANT  I
10.9312563 -33.6665154 ANT  I
10.9315882 -32.6665230 ANT  I
10.9318590 -31.8332005 ANT  O
10.8647242 -31.8295822 ANT  I
10.7975826 -31.8257599 ANT  I
10.7304420 -31.8217373 ANT  I
10.6800919 -31.8185863 ANT  O
10.6804800 -30.8186016 ANT  I
10.6808596 -29.8186131 ANT  O
10.6137714 -29.8142414 ANT  I
10.5466766 -29.8096714 ANT  I
10.4795847 -29.8049030 ANT  I
10.4125061 -29.7999420 ANT  I
10.3454218 -29.7947845 ANT  O
10.3458796 -28.7948036 ANT  I
10.3463278 -27.7948189 ANT  I
10.3466225 -27.1281624 ANT  O
10.2795849 -27.1228161 ANT  I
10.2125607 -27.1172810 ANT  I
10.1455297 -27.1115551 ANT  I
10.0785017 -27.1056423 ANT  I
10.0114889 -27.0995464 ANT  I
 9.9444685 -27.0932636 ANT  I
 9.8774529 -27.0868015 ANT  I
 9.8439522 -27.0835037 ANT  O
 9.8445024 -26.0835304 ANT  I
 9.8450441 -25.0835571 ANT  I
 9.8453121 -24.5835705 ANT  O
13.8520956 -75.6235962 APS  O
13.8582325 -76.6233521 APS  I
13.8653402 -77.6230698 APS  I
13.8736773 -78.6227417 APS  I
13.8835964 -79.6223450 APS  I
13.8956051 -80.6218643 APS  I
13.9104509 -81.6212769 APS  I
13.9292850 -82.6205292 APS  I
13.9407406 -83.1200714 APS  O
14.0132723 -83.1142120 APS  I
14.0857468 -83.1081467 APS  I
14.1581507 -83.1018829 APS  I
14.2304735 -83.0954285 APS  I
14.3027325 -83.0887756 APS  I
14.3749161 -83.0819321 APS  I
14.4470110 -83.0749054 APS  I
14.5190382 -83.0676880 APS  I
14.5909834 -83.0602875 APS  I
14.6628351 -83.0527039 APS  I
14.7346144 -83.0449448 APS  I
14.8063059 -83.0370178 APS  I
14.8778982 -83.0289154 APS  I
14.9494133 -83.0206451 APS  I
15.0208368 -83.0122070 APS  I
15.0921564 -83.0036087 APS  I
15.1633940 -82.9948502 APS  I
15.2345362 -82.9859390 APS  I
15.3055716 -82.9768753 APS  I
15.3765192 -82.9676666 APS  I
15.4473686 -82.9583054 APS  I
15.5181074 -82.9488068 APS  I
15.5887575 -82.9391708 APS  I
15.6593037 -82.9293976 APS  I
15.7297363 -82.9194946 APS  I
15.8000765 -82.9094543 APS  I
15.8703108 -82.8992996 APS  I
15.9404287 -82.8890228 APS  I
16.0104542 -82.8786240 APS  I
16.0803699 -82.8681183 APS  I
16.1501656 -82.8574982 APS  I
16.2198658 -82.8467789 APS  I
16.2894573 -82.8359528 APS  I
16.3589287 -82.8250275 APS  I
16.4283009 -82.8140030 APS  I
16.4975605 -82.8028946 APS  I
16.5667000 -82.7916946 APS  I
16.6357403 -82.7804184 APS  I
16.7046680 -82.7690506 APS  I
16.7734756 -82.7576141 APS  I
16.8421803 -82.7461090 APS  I
16.9107742 -82.7345276 APS  I
16.9792461 -82.7228928 APS  I
17.0476151 -82.7111893 APS  I
17.1158733 -82.6994324 APS  I
17.1840057 -82.6876221 APS  I
17.2520390 -82.6757584 APS  I
17.3199615 -82.6638565 APS  I
17.3877621 -82.6519089 APS  I
17.4554596 -82.6399307 APS  I
17.5230465 -82.6279144 APS  I
17.5905113 -82.6158676 APS  I
17.6578770 -82.6037903 APS  I
17.7251339 -82.5916977 APS  I
17.7922668 -82.5795898 APS  I
17.8593025 -82.5674591 APS  I
17.9262276 -82.5553207 APS  I
17.9930363 -82.5431747 APS  I
18.0597458 -82.5310287 APS  I
18.1263466 -82.5188751 APS  I
18.1928291 -82.5067368 APS  I
18.2592163 -82.4945984 APS  I
18.3254967 -82.4824753 APS  I
18.3916626 -82.4703598 APS  I
18.4577332 -82.4582748 APS  O
18.4161739 -81.4620667 APS  I
18.3832436 -80.4650726 APS  I
18.3564987 -79.4675140 APS  I
18.3343353 -78.4695358 APS  I
18.3156605 -77.4712372 APS  I
18.2996998 -76.4726868 APS  I
18.2858982 -75.4739532 APS  I
18.2796707 -74.9745178 APS  O
18.2683544 -73.9755478 APS  I
18.2583351 -72.9764633 APS  I
18.2493935 -71.9772797 APS  I
18.2413635 -70.9780121 APS  I
18.2341061 -69.9786682 APS  I
18.2275124 -68.9792709 APS  I
18.2214909 -67.9798203 APS  I
18.2186718 -67.4800797 APS  O
18.1520729 -67.4922180 APS  I
18.0854511 -67.5043640 APS  I
18.0187855 -67.5165176 APS  I
17.9520855 -67.5286636 APS  I
17.8853626 -67.5408020 APS  I
17.8185940 -67.5529327 APS  I
17.7517910 -67.5650558 APS  I
17.7183819 -67.5711060 APS  O
17.6515274 -67.5831985 APS  I
17.5846500 -67.5952682 APS  I
17.5177269 -67.6073151 APS  I
17.4507694 -67.6193314 APS  I
17.3837872 -67.6313095 APS  I
17.3167629 -67.6432495 APS  I
17.2497025 -67.6551590 APS  I
17.2161655 -67.6610870 APS  O
17.2218437 -68.6605911 APS  I
17.2280502 -69.6600418 APS  I
17.2313786 -70.1597443 APS  O
17.1642151 -70.1715927 APS  I
17.0970211 -70.1833878 APS  I
17.0297794 -70.1951294 APS  I
16.9624996 -70.2068176 APS  I
16.8951931 -70.2184448 APS  I
16.8278370 -70.2300034 APS  I
16.7604408 -70.2415009 APS  I
16.6930180 -70.2529221 APS  I
16.6255474 -70.2642746 APS  I
16.5580387 -70.2755432 APS  I
16.4905033 -70.2867279 APS  I
16.4229202 -70.2978363 APS  I
16.3552990 -70.3088455 APS  I
16.2876549 -70.3197708 APS  I
16.2199612 -70.3305969 APS  I
16.1522312 -70.3413162 APS  I
16.0844746 -70.3519440 APS  I
16.0166740 -70.3624573 APS  I
15.9488373 -70.3728638 APS  I
15.8809776 -70.3831635 APS  I
15.8130713 -70.3933411 APS  I
15.7451286 -70.4033966 APS  I
15.6771650 -70.4133301 APS  I
15.6091566 -70.4231415 APS  I
15.5411148 -70.4328232 APS  I
15.4730511 -70.4423676 APS  I
15.4049444 -70.4517822 APS  I
15.3368044 -70.4610596 APS  I
15.2686443 -70.4701920 APS  I
15.2004423 -70.4791794 APS  I
15.1322098 -70.4880219 APS  I
15.0639572 -70.4967117 APS  I
14.9956656 -70.5052490 APS  I
14.9444294 -70.5115433 APS  O
14.8760862 -70.5198135 APS  I
14.8077250 -70.5279083 APS  I
14.7393246 -70.5358505 APS  I
14.6708975 -70.5436249 APS  I
14.6024542 -70.5512238 APS  I
14.5339746 -70.5586624 APS  I
14.4654694 -70.5659180 APS  I
14.3969488 -70.5730057 APS  I
14.3283939 -70.5799103 APS  I
14.2598152 -70.5866318 APS  I
14.1912241 -70.5931778 APS  I
14.1225996 -70.5995331 APS  I
14.0539532 -70.6057053 APS  I
13.9852953 -70.6116867 APS  I
13.9166069 -70.6174774 APS  I
13.8478966 -70.6230698 APS  I
13.8307247 -70.6244431 APS  O
13.8340960 -71.6243057 APS  I
13.8378401 -72.6241608 APS  I
13.8420267 -73.6239929 APS  I
13.8467417 -74.6238022 APS  I
13.8520956 -75.6235962 APS  O
20.6456432 -08.5634165 AQR  O
20.6450005 -07.5634623 AQR  I
20.6443596 -06.5635080 AQR  I
20.6437206 -05.5635533 AQR  I
20.6430855 -04.5635982 AQR  I
20.6424503 -03.5636432 AQR  I
20.6418171 -02.5636883 AQR  I
20.6411858 -01.5637331 AQR  I
20.6405544 -00.5637780 AQR  I
20.6399231 +00.4361772 AQR  O
20.6392918 +01.4361323 AQR  I
20.6386585 +02.4360874 AQR  O
20.7053452 +02.4454920 AQR  I
20.7720337 +02.4547608 AQR  I
20.8387127 +02.4638896 AQR  I
20.9054012 +02.4728787 AQR  I
20.9387398 +02.4773185 AQR  O
21.0054283 +02.4860904 AQR  I
21.0721188 +02.4947140 AQR  I
21.1387997 +02.5031860 AQR  I
21.2054901 +02.5115056 AQR  I
21.2721825 +02.5196695 AQR  I
21.3388634 +02.5276737 AQR  I
21.4055557 +02.5355186 AQR  I
21.4388981 +02.5393796 AQR  O
21.5055923 +02.5469787 AQR  I
21.5722847 +02.5544112 AQR  O
21.5719166 +03.3043909 AQR  O
21.6386089 +03.3116543 AQR  I
21.7053108 +03.3187475 AQR  I
21.7720146 +03.3256676 AQR  O
21.7724724 +02.3256910 AQR  O
21.8391552 +02.3324335 AQR  I
21.9058475 +02.3389995 AQR  I
21.9725418 +02.3453860 AQR  I
22.0392227 +02.3515899 AQR  I
22.1059170 +02.3576119 AQR  O
22.1058178 +02.6076074 AQR  O
22.1725159 +02.6134443 AQR  I
22.2392044 +02.6190934 AQR  I
22.3059025 +02.6245549 AQR  I
22.3726006 +02.6298258 AQR  I
22.4392910 +02.6349041 AQR  I
22.5059910 +02.6397896 AQR  I
22.5726891 +02.6444802 AQR  I
22.6393776 +02.6489737 AQR  I
22.7060795 +02.6532702 AQR  I
22.7727795 +02.6573677 AQR  I
22.8394699 +02.6612642 AQR  I
22.8561478 +02.6622071 AQR  O
22.8563976 +01.6622140 AQR  I
22.8566475 +00.6622211 AQR  O
22.8568974 -00.3377719 AQR  I
22.8571472 -01.3377649 AQR  I
22.8573971 -02.3377581 AQR  I
22.8576469 -03.3377509 AQR  O
22.9242668 -03.3341103 AQR  I
22.9908772 -03.3306730 AQR  I
23.0574970 -03.3274388 AQR  I
23.1241169 -03.3244095 AQR  I
23.1907253 -03.3215861 AQR  I
23.2573433 -03.3189690 AQR  I
23.3239651 -03.3165591 AQR  I
23.3905716 -03.3143575 AQR  I
23.4571915 -03.3123643 AQR  I
23.5238094 -03.3105805 AQR  I
23.5904198 -03.3090067 AQR  I
23.6570377 -03.3076429 AQR  I
23.7236557 -03.3064899 AQR  I
23.7902641 -03.3055482 AQR  I
23.8568821 -03.3048177 AQR  I
23.9235001 -03.3042989 AQR  I
23.9401474 -03.3042023 AQR  O
23.9401722 -04.3042021 AQR  I
23.9401951 -05.3042026 AQR  I
23.9402199 -06.3042021 AQR  O
23.9402447 -07.3042021 AQR  I
23.9402695 -08.3042021 AQR  I
23.9402943 -09.3042011 AQR  I
23.9403191 -10.3042021 AQR  I
23.9403439 -11.3042021 AQR  I
23.9403687 -12.3042011 AQR  I
23.9403934 -13.3042021 AQR  I
23.9404182 -14.3042021 AQR  I
23.9404449 -15.3042011 AQR  I
23.9404716 -16.3042011 AQR  I
23.9404964 -17.3042011 AQR  I
23.9405231 -18.3042011 AQR  I
23.9405499 -19.3042011 AQR  I
23.9405766 -20.3042011 AQR  I
23.9406052 -21.3042011 AQR  I
23.9406319 -22.3042011 AQR  I
23.9406605 -23.3042011 AQR  I
23.9406891 -24.3042011 AQR  I
23.9407043 -24.8042011 AQR  O
23.8744240 -24.8046646 AQR  I
23.8081322 -24.8053398 AQR  I
23.7418404 -24.8062248 AQR  I
23.6755581 -24.8073196 AQR  I
23.6092663 -24.8086243 AQR  I
23.5429726 -24.8101368 AQR  I
23.4766865 -24.8118610 AQR  I
23.4103909 -24.8137913 AQR  I
23.3440952 -24.8159313 AQR  I
23.2778091 -24.8182774 AQR  I
23.2115097 -24.8208313 AQR  I
23.1452084 -24.8235893 AQR  I
23.1120644 -24.8250446 AQR  O
23.0457592 -24.8281116 AQR  I
22.9794674 -24.8313808 AQR  I
22.9131603 -24.8348522 AQR  I
22.8468533 -24.8385258 AQR  I
22.7805519 -24.8423996 AQR  I
22.7142410 -24.8464737 AQR  I
22.6479263 -24.8507462 AQR  I
22.5816212 -24.8552132 AQR  I
22.5153027 -24.8598766 AQR  I
22.4489822 -24.8647346 AQR  I
22.3826675 -24.8697853 AQR  I
22.3163414 -24.8750267 AQR  I
22.2500134 -24.8804569 AQR  I
22.1836891 -24.8860760 AQR  I
22.1173553 -24.8918800 AQR  I
22.0510159 -24.8978710 AQR  I
21.9846859 -24.9040413 AQR  O
21.9841805 -23.9040642 AQR  I
21.9836826 -22.9040890 AQR  I
21.9831905 -21.9041119 AQR  I
21.9827080 -20.9041328 AQR  I
21.9822292 -19.9041576 AQR  I
21.9817581 -18.9041786 AQR  I
21.9812927 -17.9041996 AQR  I
21.9808311 -16.9042225 AQR  I
21.9803753 -15.9042444 AQR  I
21.9799232 -14.9042645 AQR  I
21.9794769 -13.9042864 AQR  I
21.9790325 -12.9043083 AQR  I
21.9785938 -11.9043283 AQR  I
21.9781570 -10.9043484 AQR  I
21.9777222 -09.9043694 AQR  I
21.9772911 -08.9043894 AQR  I
21.9770775 -08.4043999 AQR  O
21.9105148 -08.4107742 AQR  I
21.8439503 -08.4173279 AQR  I
21.7773933 -08.4240570 AQR  I
21.7108269 -08.4309626 AQR  I
21.6442604 -08.4380417 AQR  I
21.5777035 -08.4452906 AQR  I
21.5111332 -08.4527092 AQR  I
21.4445610 -08.4602947 AQR  O
21.4450874 -09.4602642 AQR  I
21.4456139 -10.4602337 AQR  I
21.4461460 -11.4602032 AQR  I
21.4466801 -12.4601717 AQR  I
21.4472198 -13.4601412 AQR  I
21.4477634 -14.4601107 AQR  O
21.3812675 -14.4678507 AQR  I
21.3147621 -14.4757547 AQR  I
21.2482529 -14.4838171 AQR  I
21.1817513 -14.4920359 AQR  I
21.1152382 -14.5004101 AQR  I
21.0487232 -14.5089369 AQR  I
20.9822159 -14.5176105 AQR  I
20.9156933 -14.5264339 AQR  I
20.8491707 -14.5354004 AQR  I
20.7826538 -14.5445070 AQR  I
20.7161255 -14.5537539 AQR  I
20.6495934 -14.5631361 AQR  I
20.6495934 -14.5631361 AQR  O
20.6489239 -13.5631838 AQR  I
20.6482582 -12.5632305 AQR  I
20.6475983 -11.5632782 AQR  I
20.6469421 -10.5633240 AQR  I
20.6462917 -09.5633707 AQR  I
20.6456432 -08.5634165 AQR  O
18.6932125 -03.8842230 AQL  O
18.6924114 -02.8842952 AQL  I
18.6916103 -01.8843669 AQL  I
18.6908112 -00.8844388 AQL  I
18.6900139 +00.1154895 AQL  O
18.6892147 +01.1154177 AQL  I
18.6884155 +02.1153460 AQL  O
18.7550850 +02.1273098 AQL  I
18.8217583 +02.1392353 AQL  I
18.8884182 +02.1511161 AQL  I
18.9550896 +02.1629529 AQL  I
18.9717617 +02.1659052 AQL  O
18.9709740 +03.1658356 AQL  I
18.9701843 +04.1657658 AQL  I
18.9693928 +05.1656952 AQL  I
18.9685974 +06.1656256 AQL  I
18.9683990 +06.4156075 AQL  O
18.9017105 +06.4037800 AQL  I
18.8350277 +06.3919063 AQL  I
18.7683544 +06.3799911 AQL  I
18.7639046 +06.3791943 AQL  O
18.7630978 +07.3791218 AQL  I
18.7622871 +08.3790493 AQL  I
18.7614708 +09.3789759 AQL  I
18.7606506 +10.3789034 AQL  I
18.7598267 +11.3788290 AQL  I
18.7592030 +12.1287737 AQL  O
18.8258915 +12.1406946 AQL  I
18.8925915 +12.1525745 AQL  I
18.9592972 +12.1644087 AQL  I
18.9637508 +12.1651964 AQL  O
18.9629250 +13.1651230 AQL  I
18.9620914 +14.1650496 AQL  I
18.9612503 +15.1649752 AQL  I
18.9604034 +16.1648998 AQL  I
18.9595451 +17.1648235 AQL  I
18.9586792 +18.1647472 AQL  I
18.9582424 +18.6647091 AQL  O
19.0249634 +18.6764908 AQL  I
19.0916996 +18.6882229 AQL  O
19.0925617 +17.6882992 AQL  I
19.0934162 +16.6883736 AQL  I
19.0936985 +16.3550682 AQL  O
19.1604309 +16.3667412 AQL  I
19.2271557 +16.3783512 AQL  I
19.2938957 +16.3899002 AQL  I
19.3606377 +16.4013786 AQL  I
19.4273739 +16.4127865 AQL  I
19.4941254 +16.4241199 AQL  I
19.5608807 +16.4353771 AQL  I
19.6276302 +16.4465485 AQL  I
19.6943932 +16.4576378 AQL  I
19.7611599 +16.4686394 AQL  I
19.8279209 +16.4795456 AQL  I
19.8946953 +16.4903603 AQL  I
19.9280777 +16.4957294 AQL  O
19.9284000 +16.0790844 AQL  O
19.9951763 +16.0897484 AQL  I
20.0619583 +16.1003094 AQL  I
20.1287308 +16.1107616 AQL  I
20.1955204 +16.1211071 AQL  I
20.2372665 +16.1275158 AQL  O
20.2379990 +15.1275721 AQL  I
20.2387257 +14.1276274 AQL  I
20.2394447 +13.1276827 AQL  I
20.2401581 +12.1277370 AQL  I
20.2408676 +11.1277914 AQL  I
20.2415714 +10.1278458 AQL  I
20.2422714 +09.1278992 AQL  I
20.2424450 +08.8779116 AQL  O
20.3091679 +08.8880606 AQL  I
20.3759041 +08.8980923 AQL  I
20.4009304 +08.9018240 AQL  O
20.4016056 +07.9018745 AQL  I
20.4022789 +06.9019241 AQL  I
20.4029484 +05.9019737 AQL  I
20.4036140 +04.9020238 AQL  I
20.4042797 +03.9020729 AQL  I
20.4049435 +02.9021223 AQL  I
20.4052734 +02.4021468 AQL  O
20.4719582 +02.4120035 AQL  I
20.5386353 +02.4217334 AQL  I
20.6053219 +02.4313359 AQL  I
20.6386585 +02.4360874 AQL  O
20.6392918 +01.4361323 AQL  I
20.6399231 +00.4361772 AQL  O
20.6405544 -00.5637780 AQL  I
20.6411858 -01.5637331 AQL  I
20.6418171 -02.5636883 AQL  I
20.6424503 -03.5636432 AQL  I
20.6430855 -04.5635982 AQL  I
20.6437206 -05.5635533 AQL  I
20.6443596 -06.5635080 AQL  I
20.6450005 -07.5634623 AQL  I
20.6456432 -08.5634165 AQL  O
20.5790634 -08.5729389 AQL  I
20.5124722 -08.5825920 AQL  I
20.4458809 -08.5923729 AQL  I
20.3792973 -08.6022758 AQL  I
20.3127022 -08.6123018 AQL  I
20.2461033 -08.6224461 AQL  I
20.1795139 -08.6327038 AQL  I
20.1129131 -08.6430750 AQL  O
20.1136265 -09.6430187 AQL  I
20.1143456 -10.6429625 AQL  I
20.1150684 -11.6429062 AQL  I
20.1150913 -11.6762342 AQL  O
20.0485115 -11.6867104 AQL  I
19.9819393 -11.6972904 AQL  I
19.9153557 -11.7079744 AQL  I
19.8487663 -11.7187586 AQL  I
19.7821865 -11.7296362 AQL  I
19.7155933 -11.7406082 AQL  I
